name,neighbourhood,latitude,longitude,number_of_reviews
"""The Annex II"" Huge 1,600 Sq foot Apartment",Near West Side,41.8867,-87.64338000000001,26
East Garfield Park 2 Bedroom,East Garfield Park,41.88373,-87.70718000000001,70
Chic Loft near Downtown Chicago,Near South Side,41.8611,-87.6278,132
Comfortable Room in the South Loop,Near South Side,41.85634,-87.62789000000001,49
"2-BR, 2-BA LUXURY CONDO HUMBOLDT PK",West Town,41.90961,-87.69635,0
Private room and private bath in luxury condo,West Town,41.90968,-87.69768,54
Welcome to your 2BD Penthouse,Lake View,41.93755,-87.66932,120
Park Side Apt. Walk to Orange Line!,Mckinley Park,41.825829999999996,-87.67534,60
Old Town Studio Next To Lake!,Lincoln Park,41.91342,-87.6332,21
Chinatown penthouse luxury loft,Armour Square,41.848,-87.63405,234
Walk to Wrigley Fld! Airy 2BD/2.5b,Uptown,41.96005,-87.65633000000001,35
Private large room with your own bathroom,Rogers Park,41.99993,-87.66844,27
Brewers & Reds  vs Cubs Wrigleyville - 3 bdrms,Lake View,41.94328,-87.6487,6
Cozy Vintage WalkUp,Lincoln Park,41.92709,-87.66337,14
Private room w/bath in urban canopy,Hyde Park,41.7998,-87.59380999999999,239
Penthouse condo w/ private roof deck! 2BR / 2 BA,Lake View,41.940090000000005,-87.65697,9
2-Bedroom Apartment with Patio,West Town,41.89646,-87.6962,36
Stylish Lincoln Park 2BR w/patio,Lincoln Park,41.92716,-87.65788,298
The Comfy - Cozy place,Mckinley Park,41.82565,-87.67414000000001,85
Bill Murray Suite in Trendy Hood! NEW Mini-fridge!,West Town,41.90182,-87.68401999999999,159
1 Bedroom Victorian Beauty at Logan Square!,Logan Square,41.9293,-87.72039000000001,139
DOWNTOWN 1 BED MILLENNIUM PARK LOCATION +SPA,Loop,41.88626,-87.61621,12
⭐️Chill by the Fireplace Near Magnificent Mile ⭐️,Near North Side,41.89805,-87.62977,83
Ideal Location in Logan Square 1BR,Logan Square,41.92245,-87.70345,201
Best Location & Relaxing Privacy : Bedroom 3,Edgewater,41.99041,-87.66022,32
Garden Suite:Adorable City Cottage,North Center,41.93673,-87.6834,111
Up and down the Boulevard...,Logan Square,41.92747,-87.68911999999999,26
Perfect for One in Charming home.,Rogers Park,42.00355,-87.6738,13
Gorgeous Private Bed/Bath Steps From the Lake,Rogers Park,42.00565,-87.6633,95
Chicago Suite 1BR/1BA (3709-G2),Irving Park,41.96024,-87.72159,20
Lovely Victorian Home & Garden near Lake & Loyola,Edgewater,41.99783,-87.67373,1
Private Bedroom in Wicker Park house,West Town,41.91174,-87.68596,187
NEW ULTRA LUXURY CONDO RIVER-NORTH Roof-Top Pool,Near North Side,41.88975,-87.63425,10
Bohemian basement. Private bathroom. Washer/dryer.,Kenwood,41.80285,-87.60354,23
2BR/2BA Urban City Condo River Nrth,Loop,41.88665,-87.63292,2
Lincoln Park Charm,Lincoln Park,41.9318,-87.65113000000001,59
River North Stunner,Near North Side,41.89768,-87.6437,27
Beautiful condo close to the beach,Rogers Park,42.021390000000004,-87.67363,41
Bohemian Hideaway,Avondale,41.93308,-87.71625,180
Studio Apartment in Gold Coast,Near North Side,41.90275,-87.6311,129
Designer apartment in a quirky home,Lake View,41.94591,-87.65382,92
03a. Queen sized in coed room,West Ridge,42.0171,-87.68847,104
"Artsy TreeTop, Roomy, Fave, Heart of Andersonville",Edgewater,41.97702,-87.67241999999999,158
Pride Perfect/Boystown-PVT-QN Bed/Roscoe  Halsted,Lake View,41.942240000000005,-87.65137,132
Bohemian Bridgeport Apt. Near Downtown & McCormick,Bridgeport,41.83514,-87.64774,8
"""Home Away from Home"" - Free Street Parking!",Humboldt Park,41.89754,-87.7031,244
DrM Spacious Clean Convenient,South Shore,41.77189,-87.57458000000001,2
"7min walk to train, Sunny, Clean, Cozy, Comfy bed!",Logan Square,41.919990000000006,-87.69001999999999,159
Beautiful Room with Lake Views,Lake View,41.94165,-87.63983,25
The Blue Room,West Lawn,41.783840000000005,-87.72759,353
Whit's Place in Bucktown,West Town,41.91147,-87.66968,217
"Lakefront, Downtown, World Champion Cubs Baseball",Lake View,41.95037,-87.6457,29
"Sunny, Classy Condo in Chicago",West Ridge,42.0059,-87.68285999999999,0
Awesome Lofted Room in the heart of Downtown!,Loop,41.88149,-87.62486,194
Campbell Castle,Logan Square,41.92463,-87.69025,2
Simple Budget-Friendly Basement Apartment,West Town,41.906240000000004,-87.69184,121
PRIVATE - 2 bedroom in Historic Andersonville,Uptown,41.974070000000005,-87.6659,32
Modern & Sleek - Best location in Chicago,Near North Side,41.894220000000004,-87.62595999999999,19
2 A Walk in Hyde Park,Hyde Park,41.79555,-87.59174,49
Edgewater Condo with 1 car parking,Edgewater,41.9915,-87.65704000000001,33
"Andersonville 1-bdrm, private bath!",Uptown,41.97355,-87.66141999999999,25
Cozy Downtown Loop Near River with Balcony & Cats,Loop,41.883070000000004,-87.63396999999999,14
The Perfect Wicker Park Studio,West Town,41.912,-87.6776,278
Welcoming All: Tudor Home  Warm Community 1E,Dunning,41.94148,-87.79432,18
Chicago Cozy one bed close to Downtown.,Lake View,41.95293,-87.66995,21
The Best Bed in Logan,Logan Square,41.91887,-87.71186,185
Spacious Luxury Townhouse - Old Town,Lincoln Park,41.913909999999994,-87.65063,130
Spacious bedroom with Balcony,Rogers Park,42.0061,-87.66298,25
Spacious Bedroom in E. Rogers Park,Rogers Park,42.00493,-87.66471,16
SPACIOUS and VERY BRIGHT 2BDR LOFT near DOWNTOWN,Near West Side,41.88371,-87.68629,59
"Well-appointed 1+ Br Bucktown Apt, baby-friendly!",Logan Square,41.9197,-87.67985999999999,100
Beautiful Duplex,Irving Park,41.95859,-87.71502,97
Private 3rd Floor Apartment,Uptown,41.95717,-87.64828,192
Brand New Duplex Humboldt / Ukrainian border,West Town,41.901270000000004,-87.69165,3
4 Cooperative Living in Hyde Park,Hyde Park,41.79507,-87.59331999999999,40
5 Sabbatical in Hyde Park,Hyde Park,41.79718,-87.59379,10
The West Room near U of Chicago,Hyde Park,41.7898,-87.58961,46
"Spacious, good vibes and no drama",Lincoln Park,41.92565,-87.66079,135
1 A Hyde Park Co-op Living,Hyde Park,41.795359999999995,-87.59219,33
Private Room,Logan Square,41.918420000000005,-87.67367,1
Private 1br 1ba - Boystown/Wrigleyville,Lake View,41.93869,-87.64426,21
Private Space in Center of Boystown,Lake View,41.94061,-87.64544000000001,30
The NorthEast Room near U of C,Hyde Park,41.79124,-87.58821999999999,3
Casa Corazón (N) near Rush / UIC,Lower West Side,41.84737,-87.67978000000001,74
The Cutest Wicker Park 1 BDRM!!,West Town,41.904270000000004,-87.66726,269
Gather in a Beautiful Loft Style Apartment in Lincoln Park,Lincoln Park,41.91697,-87.63704,373
"Beach, Loyola, Sunshine + Cuddly Pups!",Edgewater,41.99673,-87.6626,190
Hip & Modern Wicker Park 2 BDRM!!,West Town,41.90531,-87.66735,232
Great Room in Logan Square,Logan Square,41.927690000000005,-87.70003,260
Renovated Lakeview Condo close to Wrigley Field,Lake View,41.949659999999994,-87.64745,306
Near Lake Michigan & Wrigley Field,Uptown,41.968109999999996,-87.65653,47
Adorable 3BR House By O'Hare Walk to CTA Blue Line,Norwood Park,41.97783,-87.80185999999999,46
Great Spacious Lincoln Sq Condo!,Lincoln Square,41.96765,-87.69038,15
"PRIVATE, SUNNY,  1BED/1BATH",Near North Side,41.90787,-87.63454,6
Spectacular Lincoln Park Garden Apt,Lincoln Park,41.919940000000004,-87.64386999999999,231
2 bdrm apt ideally located in Lakeview area,Lake View,41.93473,-87.65801,44
"Lake Views!
Steps From Navy Pier & Millennium Park",Near North Side,41.89581,-87.61683000000001,114
The House,West Lawn,41.78396,-87.72969,13
"Private Room, Mid City, Vintage, Comfortable",Irving Park,41.95015,-87.71030999999999,68
"5 month min, Remodeled Condo Incredible Location",West Town,41.89155,-87.64871,7
Lovely First Floor Flat with Piano,West Town,41.89783,-87.68693,26
Garden Apartment in Nice Neighborhood,North Center,41.95952,-87.68316,71
"Private bed/bath in modern, spacious, clean condo",Lake View,41.94278,-87.64898000000001,175
Historic house in hip Logan Square,Logan Square,41.927209999999995,-87.69733000000001,21
The Stained Glass Apt. Edgewater #2,Edgewater,41.99638,-87.66284,47
Relax in a Colorful Historic Condo in Gold Coast,Near North Side,41.905159999999995,-87.6291,103
Access to action in Lincoln Square,Lincoln Square,41.96739,-87.68366999999999,15
Spacious West Loop Condo,Near West Side,41.881190000000004,-87.65489000000001,37
2BD in Lincoln Square Neighborhood,Lincoln Square,41.96841,-87.6851,70
Awesomely Centered in Bronzeville 2,Grand Boulevard,41.81954,-87.61594000000001,10
New Luxury Bed & Bath,Irving Park,41.94245,-87.73234000000001,293
Bucktown Classic Rowhome,Logan Square,41.91445,-87.68547,9
Sunny Logan Square Nook,Logan Square,41.9197,-87.70636,18
Garden Apartment Bronzeville,Grand Boulevard,41.81933,-87.61495,7
Modern Condo in Roscoe Village,Lake View,41.95022,-87.6712,3
Charming Coach House,Edgewater,41.98677,-87.66272,153
Classic & Clean Space,Avondale,41.94017,-87.71417,123
Spacious Retro Basement,Forest Glen,41.995740000000005,-87.76231999999999,23
01a. Queen bed in Coed Space - 3 mi from NWU,West Ridge,42.01538,-87.68876,89
Sun-drenched Gold Coast Flat,Near North Side,41.90672,-87.62905,76
Cozy Bedroom in diverse Andersonville,Uptown,41.97367,-87.66398000000001,23
Private bed/bath in beautiful home,Lake View,41.95581,-87.66922,19
Upstairs Sunny Room in Historic Pilsen Home,Lower West Side,41.849109999999996,-87.67924000000001,8
"Wrigleyville: Cozy, Quiet, Comfy Coachouse",Lake View,41.9382,-87.65539,89
New Condo with Incred City View,Near North Side,41.90399,-87.64059,12
"Cozy, Bright Basement Guest Suite",Irving Park,41.96063,-87.70653,13
Ravenswood Jewel Box,Edgewater,41.991690000000006,-87.6739,96
"Comfy 3BD/1BA, garage spot included",North Center,41.95945,-87.67749,52
"Clean, Sunny and Amazing Location!",Armour Square,41.85525,-87.63507,66
Private bed and bath near the loop and McCormick,Armour Square,41.85535,-87.63311999999999,12
Near The Loop and McCormick Place,Armour Square,41.85758,-87.63508,67
Private bedroom near the loop and McCormick Place,Armour Square,41.856429999999996,-87.63134000000001,2
Beautiful Spacious Condo in Logan Square!,Logan Square,41.93008,-87.70562,147
"West Loop Loft on ""Restaurant Row""",Near West Side,41.884029999999996,-87.65593,0
One or two Bedrooms in Big Quiet Apt,Irving Park,41.95378,-87.73876,92
Elegant Double Studio @ Raffaello,Near North Side,41.900040000000004,-87.62266,210
Hip Mid-Century 1 Bedroom + 1 Bath in Logan Square,Logan Square,41.93013,-87.70976,37
"Old Town, 2B/3B 4-level townhouse",Near North Side,41.90845,-87.63605,0
UPTOWN ROW HOUSE-SPACIOUS PRIVATE SHARED ROOM(S),Uptown,41.96654,-87.65701999999999,50
Stay in Stunning Lincoln Park,Lincoln Park,41.9276,-87.64135,19
7 Beds in Fun Multi Level Apartment,West Town,41.91215,-87.66830999999999,185
Wow 4 Room Condo-Walk to Wrigley - Lincoln Park,Lake View,41.93504,-87.65187,7
Old Town Entire Condo! Be in the middle of it all,Near North Side,41.908570000000005,-87.64201,55
"#42- loyola U, Northwest U. Beach",Rogers Park,42.01117,-87.66466,58
#53-Private double,Dunning,41.9426,-87.79946,21
Spacious two bedroom with patio!,West Town,41.90383,-87.69455,132
Gorgeous 2 Bedroom Condo Near Lake,Uptown,41.95773,-87.64759000000001,41
Bucktown - Private Room ,Logan Square,41.922340000000005,-87.68700000000001,137
Adjoining Loft Apartments,Lincoln Park,41.91688,-87.63564000000001,93
Cozy Logan Square Studio 2 Blocks to Logan Sq CTA,Avondale,41.93262,-87.71007,138
Sunny Greystone House in Hyde Park,Hyde Park,41.79817,-87.59621,8
"Modern, Spacious Lakeview Loft",Lake View,41.94017,-87.66986999999999,18
Home in Vibrant Logan Square,Logan Square,41.92192,-87.7002,48
A Cozy Room for Two in Vibrant Logan Square,Logan Square,41.9212,-87.69993000000001,33
Sunny and Spacious Bucktown 1 BR,Logan Square,41.91735,-87.67712,46
GOLD COAST STUDIO IN 1885 VICTORIAN,Near North Side,41.90442,-87.62462,248
Beautiful Penthouse in Wicker Park with Private Roof Deck,West Town,41.90368,-87.67993,68
Chic 2BD Loft in Beautiful Old Town,Lincoln Park,41.913759999999996,-87.63361,5
My Artsy flat,South Deering,41.72077,-87.57856,40
Getaway in East Lakeview/Boystown!,Lake View,41.942,-87.64778000000001,55
2BD Suite @ The Guesthouse Hotel,Uptown,41.971379999999996,-87.66722,49
Coach house Wicker Park- Bucktown,West Town,41.907379999999996,-87.67713,70
3BD Suite with Fireplace @ The Guesthouse Hotel,Uptown,41.97182,-87.66773,17
1BD Suite @ The Guesthouse Hotel,Uptown,41.97175,-87.66854000000001,27
Private bedroom in Lincoln Park,Lincoln Park,41.912209999999995,-87.64956,222
2Bed/2Bath Beauty by Lake & Loyola!,Rogers Park,42.0056,-87.66169000000001,9
"Simple room, close to trains!",West Town,41.90793,-87.6884,146
Fantastic flat in West Town,West Town,41.89869,-87.67049,107
River Bungalow in Ravenswood Manor,Albany Park,41.96535,-87.69924,8
"Happy, Upscale 5Bed Home (Roscoe Village)",North Center,41.946909999999995,-87.68786999999999,125
Charming Brownstone Garden Level,Grand Boulevard,41.81158,-87.61336,22
Charming Row House Historic Pullman,Pullman,41.68906,-87.60769,7
Bee hive apartment 2nd,West Town,41.900209999999994,-87.69305,112
Private Room & Living Area in a Safe Neighborhood,Portage Park,41.949670000000005,-87.7614,33
Private Room in Beautiful Home + Safe Neighborhood,Portage Park,41.950540000000004,-87.76094,7
Top-Floor Vintage Rogers Park by EL,Rogers Park,42.01447,-87.66606,39
"Renovated Bedroom near Dining, Shopping, Nightlife",Logan Square,41.91879,-87.68754,194
3200 SF 4 Bedroom Duplex,Lincoln Park,41.921040000000005,-87.65890999999999,23
"3BD, 2BA Hotel Suite -Fireplace",Uptown,41.97085,-87.66695,34
2 bedroom Southside Gem with cozy charm,Auburn Gresham,41.73415,-87.63925,14
Roomy 1BR in Edgewater,Edgewater,41.989979999999996,-87.66709,13
Unwind in Style Steps from the Magnificent Mile,Near North Side,41.893159999999995,-87.62442,201
Wicker Park/Six Corners Private Bedroom,West Town,41.90747,-87.67715,52
"Cozy Bedroom near Dining, Shopping, Nightlife",Logan Square,41.91714,-87.68751,64
Rent aBR in a Modern decored Condo!,West Town,41.894940000000005,-87.65888000000001,65
Entire Floor of a Modern Duplex,West Town,41.89955,-87.69221999999999,148
"Rooftop deck, spacious, comfortable",Logan Square,41.921490000000006,-87.67817,3
Sunny 2nd Floor in Lincoln Square,Lincoln Square,41.96783,-87.69364,20
"Brick Home in Bucktown, Chicago",Logan Square,41.91858,-87.6779,28
"Unique 6,000 Foot Converted Factory",West Town,41.89257,-87.66986,0
Room with large private balcony,West Town,41.90368,-87.67943000000001,57
Private room+bath in Wicker Park,West Town,41.90436,-87.67953,150
iKlektik House // Night Owl,West Town,41.89405,-87.68498000000001,125
iKlektik House // Robin,West Town,41.89266,-87.68655,268
Lights! Camera! Action! Cool Space!,West Town,41.88945,-87.68241,68
Modern/Spacious 2BR/2BA West Town,West Town,41.90036,-87.69332,118
the Paulina connection,Lower West Side,41.85747,-87.67034,8
The Flower Power Room,Lower West Side,41.85625,-87.67049,155
Fresh and Sunny Bed & Bath by UofC,Hyde Park,41.79718,-87.59735,148
Casita De Luz,Near West Side,41.867540000000005,-87.65888000000001,21
Luxury  2 Bedroom  2 Bath Private,Rogers Park,42.002390000000005,-87.66691999999999,110
Private Room & Bath on 1st floor of 3 level condo,Logan Square,41.91574,-87.68841,28
Bargain Deal! 1Bdr + Office Chicago's Bucktown,Logan Square,41.917790000000004,-87.68304,82
"3 BR condo with great views, free WIFI and parking",West Town,41.89523,-87.66601,58
Cozy and Chill Humboldt Park Apt!,West Town,41.89615,-87.69796,29
In Hip Ukrainian Village/ Wicker pk,West Town,41.8998,-87.68204,37
Beautiful 2BR/1BA Bucktown Apartment,Logan Square,41.91941,-87.67708,41
Modern 1BR/2BA Logan Square Condo,Logan Square,41.926809999999996,-87.70853000000001,85
Vintage 1BR w/ stained glass charm,Logan Square,41.92398,-87.70679,68
"Charming flat, hotel luxury",Edgewater,41.977340000000005,-87.66338,57
"""SWEET HOME CHICAGO""  House. Great yard.",Irving Park,41.95172,-87.71164,2
2BR Chicago Condo w/ Garage Parking,Logan Square,41.92021,-87.69005,194
Private bedroom & bathroom in duplex,Rogers Park,42.016220000000004,-87.6796,23
1 or 2 bdrm Apar+ in Our South Shore Bungalow home,South Shore,41.7645,-87.57248,95
Sun filled Apartment in Lincoln Park 3Flat!,Lincoln Park,41.91644,-87.65216,56
"Chicago living, right on the Park!",West Town,41.900909999999996,-87.7066,1
Private Room in Avondale!,Irving Park,41.94729,-87.70329,38
Spacious 2BR conenviently located,West Town,41.89631,-87.69999,59
Sunny 3 Level Apt,West Town,41.898070000000004,-87.67336,64
Orange Room for 1 or 2 guest @ SouthShore Bungalow,South Shore,41.76469,-87.57215,48
Yellow room+ for 1-4 guests @ South Shore bungalow,South Shore,41.762640000000005,-87.57231999999999,11
Purple palace in West Town!,West Town,41.89541,-87.67537,46
***Cozy studio..  only 1/2 block from Wrigley!!**,Lake View,41.94625,-87.65845999999999,34
Wicker Park Urban Oasis,West Town,41.909,-87.67689,46
Vintage Uptown Loft with Queen Bed & Private Bath,Uptown,41.968340000000005,-87.65850999999999,114
Private bath & bdrm in lovely condo,West Town,41.89403,-87.68075,100
2 BR - Great Location & Garage Spot,West Town,41.8991,-87.66411,12
"Big house, sleeps 11, sauna, pool table, deck",Portage Park,41.95115,-87.74998000000001,14
"Ideal for exploring ""local"" Chicago & attractions",Logan Square,41.9154,-87.68721,68
Charming 2 BR in Lincoln Park,Lincoln Park,41.919259999999994,-87.65052,125
Lincoln Park Townhome (LP12) MONTHLY,Lincoln Park,41.921820000000004,-87.64175,2
Wicker Park 2 Bedroom Artist Loft,West Town,41.90197,-87.67408,7
Huge 5BR 2BA Chicago Condo,Logan Square,41.91925,-87.69096,165
Charming & Lovely Loft. Lakeview/Wrigley/Boystown,Lake View,41.94271,-87.65292,50
St. Ruby's Flats C - Easy Access to Loop (20 min),South Lawndale,41.8529,-87.69617,15
2BR/2BA big balcony 46FLR Lake View,Near North Side,41.890679999999996,-87.62658,6
Sunny Logan Square Bedroom,Logan Square,41.92046,-87.71656,221
Solo Room/w Private Bath - **2 blocks from EL**,Uptown,41.96557,-87.66096,20
Spacious 2 bedroom apartment!,Near West Side,41.870940000000004,-87.68774,155
Saint Ruby's Flats A - 20 minutes to  Loop by El,South Lawndale,41.85284,-87.69830999999999,9
Saint Ruby's Flats B Easy Loop Access by El,South Lawndale,41.85418,-87.69619,6
Saint Ruby's Flats (3B),South Lawndale,41.85439,-87.6962,9
Saint Ruby's Flats (3A),South Lawndale,41.8539,-87.69814000000001,10
Winchester Private Studio Apartment,Lincoln Square,41.97142,-87.67635,80
Great Studio in Historic Gold Coast,Near North Side,41.90122,-87.62933000000001,7
"Space & Style near Division St, Highly Rated",West Town,41.901379999999996,-87.67335,31
Goose & Fox Hostel Lincoln Park,Lincoln Park,41.91727,-87.65334,116
